NAZEV,OKRES,KRAJ
Zbyslavice,Ostrava-město,Moravskoslezský kraj
Zbytiny,Prachatice,Jihočeský kraj
Zběšičky,Písek,Jihočeský kraj
Zbůch,Plzeň-sever,Plzeňský kraj
Zbýšov,Vyškov,Jihomoravský kraj
Zbýšov,Kutná Hora,Středočeský kraj
Zbýšov,Brno-venkov,Jihomoravský kraj
Zdechovice,Hradec Králové,Královéhradecký kraj
Zdechovice,Pardubice,Pardubický kraj
Zdelov,Rychnov nad Kněžnou,Královéhradecký kraj
Zdemyslice,Plzeň-jih,Plzeňský kraj
Zderaz,Chrudim,Pardubický kraj
Zdeňkov,Jihlava,Kraj Vysočina
Zdiby,Praha-východ,Středočeský kraj
Zdice,Beroun,Středočeský kraj
Zdislava,Liberec,Liberecký kraj
Zdislavice,Benešov,Středočeský kraj
Zdobnice,Rychnov nad Kněžnou,Královéhradecký kraj
Zdobín,Trutnov,Královéhradecký kraj
Zdounky,Kroměříž,Zlínský kraj
Zduchovice,Příbram,Středočeský kraj
Zděchov,Vsetín,Zlínský kraj
Zdětín,Prostějov,Olomoucký kraj
Zdětín,Mladá Boleslav,Středočeský kraj
Zdíkov,Prachatice,Jihočeský kraj
Zelenecká Lhota,Jičín,Královéhradecký kraj
Zeleneč,Praha-východ,Středočeský kraj
Zelená Hora,Vyškov,Jihomoravský kraj
Zemětice,Plzeň-jih,Plzeňský kraj
Zhoř,Jihlava,Kraj Vysočina
Zhoř,Brno-venkov,Jihomoravský kraj
Zhoř,Písek,Jihočeský kraj
Zhoř,Tachov,Plzeňský kraj
Zhoř u Mladé Vožice,Tábor,Jihočeský kraj
Zhoř u Tábora,Tábor,Jihočeský kraj
Zhořec,Pelhřimov,Kraj Vysočina
Zichovec,Kladno,Středočeský kraj
Zlatníky-Hodkovice,Praha-západ,Středočeský kraj
Zlatá,Praha-východ,Středočeský kraj
Zlatá Koruna,Český Krumlov,Jihočeský kraj
Zlatá Olešnice,Trutnov,Královéhradecký kraj
Zlatá Olešnice,Jablonec nad Nisou,Liberecký kraj
Zlaté Hory,Jeseník,Olomoucký kraj
Zlechov,Uherské Hradiště,Zlínský kraj
Zliv,České Budějovice,Jihočeský kraj
Zlobice,Kroměříž,Zlínský kraj
Zlonice,Kladno,Středočeský kraj
Zlončice,Mělník,Středočeský kraj
Zlonín,Praha-východ,Středočeský kraj
Zlosyň,Mělník,Středočeský kraj
Zlukov,Tábor,Jihočeský kraj
Zlámanec,Uherské Hradiště,Zlínský kraj
Zlátenka,Pelhřimov,Kraj Vysočina
Zlín,Zlín,Zlínský kraj
Znojmo,Znojmo,Jihomoravský kraj
Znětínek,Žďár nad Sázavou,Kraj Vysočina
Zruč nad Sázavou,Kutná Hora,Středočeský kraj
Zruč-Senec,Plzeň-sever,Plzeňský kraj
Zubrnice,Ústí nad Labem,Ústecký kraj
Zubčice,Český Krumlov,Jihočeský kraj
Zubří,Žďár nad Sázavou,Kraj Vysočina
Zubří,Vsetín,Zlínský kraj
Zvole,Praha-západ,Středočeský kraj
Zvole,Žďár nad Sázavou,Kraj Vysočina
Zvole,Šumperk,Olomoucký kraj
Zvolenovice,Jihlava,Kraj Vysočina
Zvoleněves,Kladno,Středočeský kraj
Zvotoky,Strakonice,Jihočeský kraj
Zvánovice,Praha-východ,Středočeský kraj
Zvěrkovice,Třebíč,Kraj Vysočina
Zvěrotice,Tábor,Jihočeský kraj
Zvěstov,Benešov,Středočeský kraj
Zvěstovice,Havlíčkův Brod,Kraj Vysočina
Zvěřínek,Nymburk,Středočeský kraj
Zvíkov,České Budějovice,Jihočeský kraj
Zvíkov,Český Krumlov,Jihočeský kraj
Zvíkovec,Rokycany,Plzeňský kraj
Zvíkovské Podhradí,Písek,Jihočeský kraj
Zábeštní Lhota,Přerov,Olomoucký kraj
Záblatí,Jindřichův Hradec,Jihočeský kraj
Záblatí,Prachatice,Jihočeský kraj
Záblatí,Žďár nad Sázavou,Kraj Vysočina
Záborná,Jihlava,Kraj Vysočina
Záboří,České Budějovice,Jihočeský kraj
Záboří,Strakonice,Jihočeský kraj
Záboří nad Labem,Kutná Hora,Středočeský kraj
Zábrdí,Prachatice,Jihočeský kraj
Zábrodí,Náchod,Královéhradecký kraj
Zábřeh,Šumperk,Olomoucký kraj
Zábřezí-Řečice,Trutnov,Královéhradecký kraj
Záchlumí,Ústí nad Orlicí,Pardubický kraj
Záchlumí,Tachov,Plzeňský kraj
Zádolí,Ústí nad Orlicí,Pardubický kraj
Zádub-Závišín,Cheb,Karlovarský kraj
Zádveřice-Raková,Zlín,Zlínský kraj
Záhornice,Nymburk,Středočeský kraj
Záhorovice,Uherské Hradiště,Zlínský kraj
Záhoří,Tábor,Jihočeský kraj
Záhoří,Semily,Liberecký kraj
Záhoří,Písek,Jihočeský kraj
Záhoří,Jindřichův Hradec,Jihočeský kraj
Zájezd,Kladno,Středočeský kraj
Zájezdec,Chrudim,Pardubický kraj
Zákolany,Kladno,Středočeský kraj
Zákupy,Česká Lípa,Liberecký kraj
Zálesná Zhoř,Brno-venkov,Jihomoravský kraj
Zálesí,Znojmo,Jihomoravský kraj
Zálezlice,Mělník,Středočeský kraj
Zálezly,Prachatice,Jihočeský kraj
Zálužice,Louny,Ústecký kraj
Záluží,Beroun,Středočeský kraj
Záluží,Litoměřice,Ústecký kraj
Zálší,Ústí nad Orlicí,Pardubický kraj
Zálší,Tábor,Jihočeský kraj
Zámostí-Blata,Jičín,Královéhradecký kraj
Zámrsk,Ústí nad Orlicí,Pardubický kraj
Zámrsky,Přerov,Olomoucký kraj
Záměl,Rychnov nad Kněžnou,Královéhradecký kraj
Zápy,Praha-východ,Středočeský kraj
Zárubice,Třebíč,Kraj Vysočina
Záryby,Praha-východ,Středočeský kraj
Zásada,Jablonec nad Nisou,Liberecký kraj
Zásmuky,Kolín,Středočeský kraj
Zástřizly,Kroměříž,Zlínský kraj
Zátor,Bruntál,Moravskoslezský kraj
Závada,Opava,Moravskoslezský kraj
Závist,Blansko,Jihomoravský kraj
Závišice,Nový Jičín,Moravskoslezský kraj
Závraty,České Budějovice,Jihočeský kraj
Zářecká Lhota,Ústí nad Orlicí,Pardubický kraj
Záříčí,Kroměříž,Zlínský kraj
Šabina,Sokolov,Karlovarský kraj
Šafov,Znojmo,Jihomoravský kraj
Šakvice,Břeclav,Jihomoravský kraj
Šanov,Zlín,Zlínský kraj
Šanov,Znojmo,Jihomoravský kraj
Šanov,Rakovník,Středočeský kraj
Šaplava,Hradec Králové,Královéhradecký kraj
Šaratice,Vyškov,Jihomoravský kraj
Šardice,Hodonín,Jihomoravský kraj
Šarovy,Zlín,Zlínský kraj
Šatov,Znojmo,Jihomoravský kraj
Šebestěnice,Kutná Hora,Středočeský kraj
Šebetov,Blansko,Jihomoravský kraj
Šebkovice,Třebíč,Kraj Vysočina
Šebrov-Kateřina,Blansko,Jihomoravský kraj
Šebířov,Tábor,Jihočeský kraj
Šedivec,Ústí nad Orlicí,Pardubický kraj
Šelešovice,Kroměříž,Zlínský kraj
Šemnice,Karlovy Vary,Karlovarský kraj
Šenov,Ostrava-město,Moravskoslezský kraj
Šenov u Nového Jičína,Nový Jičín,Moravskoslezský kraj
Šerkovice,Brno-venkov,Jihomoravský kraj
Šestajovice,Náchod,Královéhradecký kraj
Šestajovice,Praha-východ,Středočeský kraj
Šetějovice,Benešov,Středočeský kraj
Ševětín,České Budějovice,Jihočeský kraj
Šilheřovice,Opava,Moravskoslezský kraj
Šimanov,Jihlava,Kraj Vysočina
Šimonovice,Liberec,Liberecký kraj
Šindelová,Sokolov,Karlovarský kraj
Široká Niva,Bruntál,Moravskoslezský kraj
Široký Důl,Svitavy,Pardubický kraj
Šitbořice,Břeclav,Jihomoravský kraj
Šišma,Přerov,Olomoucký kraj
Škrdlovice,Žďár nad Sázavou,Kraj Vysočina
Škvorec,Praha-východ,Středočeský kraj
Škvořetice,Strakonice,Jihočeský kraj
Šlapanice,Brno-venkov,Jihomoravský kraj
Šlapanice,Kladno,Středočeský kraj
Šlapanov,Havlíčkův Brod,Kraj Vysočina
Šluknov,Děčín,Ústecký kraj
Šléglov,Šumperk,Olomoucký kraj
Šonov,Náchod,Královéhradecký kraj
Šošůvka,Blansko,Jihomoravský kraj
Špindlerův Mlýn,Trutnov,Královéhradecký kraj
Špičky,Přerov,Olomoucký kraj
Štarnov,Olomouc,Olomoucký kraj
Šternberk,Olomouc,Olomoucký kraj
Štichov,Domažlice,Plzeňský kraj
Štichovice,Plzeň-sever,Plzeňský kraj
Štipoklasy,Kutná Hora,Středočeský kraj
Štoky,Havlíčkův Brod,Kraj Vysočina
Štramberk,Nový Jičín,Moravskoslezský kraj
Študlov,Vsetín,Zlínský kraj
Študlov,Svitavy,Pardubický kraj
Štáblovice,Opava,Moravskoslezský kraj
Štěchov,Blansko,Jihomoravský kraj
Štěchovice,Strakonice,Jihočeský kraj
Štěchovice,Praha-západ,Středočeský kraj
Štědrá,Karlovy Vary,Karlovarský kraj
Štěkeň,Strakonice,Jihočeský kraj
Štěměchy,Třebíč,Kraj Vysočina
Štěnovice,Plzeň-jih,Plzeňský kraj
Štěnovický Borek,Plzeň-město,Plzeňský kraj
Štěpkov,Třebíč,Kraj Vysočina
Štěpánkovice,Opava,Moravskoslezský kraj
Štěpánov,Olomouc,Olomoucký kraj
Štěpánov nad Svratkou,Žďár nad Sázavou,Kraj Vysočina
Štěpánovice,České Budějovice,Jihočeský kraj
Štěpánovice,Brno-venkov,Jihomoravský kraj
Štětkovice,Příbram,Středočeský kraj
Štětí,Litoměřice,Ústecký kraj
Štíhlice,Praha-východ,Středočeský kraj
Štítary,Znojmo,Jihomoravský kraj
Štítina,Opava,Moravskoslezský kraj
Štítná nad Vláří-Popov,Zlín,Zlínský kraj
Štítov,Rokycany,Plzeňský kraj
Štíty,Šumperk,Olomoucký kraj
Šubířov,Prostějov,Olomoucký kraj
Šumavské Hoštice,Prachatice,Jihočeský kraj
Šumice,Uherské Hradiště,Zlínský kraj
Šumice,Brno-venkov,Jihomoravský kraj
Šumná,Znojmo,Jihomoravský kraj
Šumperk,Šumperk,Olomoucký kraj
Šumvald,Olomouc,Olomoucký kraj
Švihov,Rakovník,Středočeský kraj
Švihov,Klatovy,Plzeňský kraj
Švábenice,Vyškov,Jihomoravský kraj
Švábov,Jihlava,Kraj Vysočina
Šťáhlavy,Plzeň-město,Plzeňský kraj
Šárovcova Lhota,Jičín,Královéhradecký kraj
Šípy,Rakovník,Středočeský kraj
Žabeň,Frýdek-Místek,Moravskoslezský kraj
Žabonosy,Kolín,Středočeský kraj
Žabovřesky,České Budějovice,Jihočeský kraj
Žabovřesky nad Ohří,Litoměřice,Ústecký kraj
Žabčice,Brno-venkov,Jihomoravský kraj
Žacléř,Trutnov,Královéhradecký kraj
Žalany,Teplice,Ústecký kraj
Žalhostice,Litoměřice,Ústecký kraj
Žalkovice,Kroměříž,Zlínský kraj
Žamberk,Ústí nad Orlicí,Pardubický kraj
Žampach,Ústí nad Orlicí,Pardubický kraj
Žandov,Česká Lípa,Liberecký kraj
Žarošice,Hodonín,Jihomoravský kraj
Žatec,Jihlava,Kraj Vysočina
Žatec,Louny,Ústecký kraj
Žatčany,Brno-venkov,Jihomoravský kraj
Ždánice,Hodonín,Jihomoravský kraj
Ždánice,Žďár nad Sázavou,Kraj Vysočina
Ždánice,Kolín,Středočeský kraj
Ždánov,Domažlice,Plzeňský kraj
Ždírec,Jihlava,Kraj Vysočina
Ždírec,Havlíčkův Brod,Kraj Vysočina
Ždírec,Česká Lípa,Liberecký kraj
Ždírec,Plzeň-jih,Plzeňský kraj
Ždírec nad Doubravou,Havlíčkův Brod,Kraj Vysočina
Žebrák,Beroun,Středočeský kraj
Žehušice,Kutná Hora,Středočeský kraj
Žehuň,Kolín,Středočeský kraj
Želatovice,Přerov,Olomoucký kraj
Želechovice,Olomouc,Olomoucký kraj
Želechovice nad Dřevnicí,Zlín,Zlínský kraj
Želenice,Kladno,Středočeský kraj
Želenice,Most,Ústecký kraj
Želetava,Třebíč,Kraj Vysočina
Želetice,Znojmo,Jihomoravský kraj
Želetice,Hodonín,Jihomoravský kraj
Železnice,Jičín,Královéhradecký kraj
Železná,Beroun,Středočeský kraj
Železná Ruda,Klatovy,Plzeňský kraj
Železné,Brno-venkov,Jihomoravský kraj
Železný Brod,Jablonec nad Nisou,Liberecký kraj
Želešice,Brno-venkov,Jihomoravský kraj
Želeč,Prostějov,Olomoucký kraj
Želeč,Tábor,Jihočeský kraj
Želiv,Pelhřimov,Kraj Vysočina
Želivsko,Svitavy,Pardubický kraj
Želkovice,Louny,Ústecký kraj
Želnava,Prachatice,Jihočeský kraj
Želízy,Mělník,Středočeský kraj
Ženklava,Nový Jičín,Moravskoslezský kraj
Žeranovice,Kroměříž,Zlínský kraj
Žeravice,Hodonín,Jihomoravský kraj
Žeraviny,Hodonín,Jihomoravský kraj
Žeretice,Jičín,Královéhradecký kraj
Žermanice,Frýdek-Místek,Moravskoslezský kraj
Žernov,Náchod,Královéhradecký kraj
Žernov,Semily,Liberecký kraj
Žernovice,Prachatice,Jihočeský kraj
Žernovník,Blansko,Jihomoravský kraj
Žerotice,Znojmo,Jihomoravský kraj
Žerotín,Olomouc,Olomoucký kraj
Žerotín,Louny,Ústecký kraj
Žerčice,Mladá Boleslav,Středočeský kraj
Žerůtky,Blansko,Jihomoravský kraj
Žerůtky,Znojmo,Jihomoravský kraj
Žichlínek,Ústí nad Orlicí,Pardubický kraj
Žichovice,Klatovy,Plzeňský kraj
Židlochovice,Brno-venkov,Jihomoravský kraj
Židněves,Mladá Boleslav,Středočeský kraj
Židovice,Jičín,Královéhradecký kraj
Židovice,Litoměřice,Ústecký kraj
Žihle,Plzeň-sever,Plzeňský kraj
Žihobce,Klatovy,Plzeňský kraj
Žilina,Kladno,Středočeský kraj
Žilov,Plzeň-sever,Plzeňský kraj
Žim,Teplice,Ústecký kraj
Žimutice,České Budějovice,Jihočeský kraj
Žinkovy,Plzeň-jih,Plzeňský kraj
Žirov,Pelhřimov,Kraj Vysočina
Žirovnice,Pelhřimov,Kraj Vysočina
Žitenice,Litoměřice,Ústecký kraj
Žitovlice,Nymburk,Středočeský kraj
Živanice,Pardubice,Pardubický kraj
Životice,Plzeň-jih,Plzeňský kraj
Životice u Nového Jičína,Nový Jičín,Moravskoslezský kraj
Žiželice,Louny,Ústecký kraj
Žiželice,Kolín,Středočeský kraj
Žižice,Kladno,Středočeský kraj
Žižkovo Pole,Havlíčkův Brod,Kraj Vysočina
Žlebské Chvalovice,Chrudim,Pardubický kraj
Žleby,Kutná Hora,Středočeský kraj
Žlunice,Jičín,Královéhradecký kraj
Žlutava,Zlín,Zlínský kraj
Žlutice,Karlovy Vary,Karlovarský kraj
Žulová,Jeseník,Olomoucký kraj
Žumberk,Chrudim,Pardubický kraj
Županovice,Jindřichův Hradec,Jihočeský kraj
Županovice,Příbram,Středočeský kraj
Žádovice,Hodonín,Jihomoravský kraj
Žákava,Plzeň-jih,Plzeňský kraj
Žákovice,Přerov,Olomoucký kraj
Žáky,Kutná Hora,Středočeský kraj
Žár,České Budějovice,Jihočeský kraj
Žáravice,Pardubice,Pardubický kraj
Žárovná,Prachatice,Jihočeský kraj
Žítková,Uherské Hradiště,Zlínský kraj
Žíšov,Tábor,Jihočeský kraj
Žďár,Písek,Jihočeský kraj
Žďár,Rakovník,Středočeský kraj
Žďár,Blansko,Jihomoravský kraj
Žďár,Jindřichův Hradec,Jihočeský kraj
Žďár,Mladá Boleslav,Středočeský kraj
Žďár nad Metují,Náchod,Královéhradecký kraj
Žďár nad Orlicí,Rychnov nad Kněžnou,Královéhradecký kraj
Žďár nad Sázavou,Žďár nad Sázavou,Kraj Vysočina
Žďárec,Brno-venkov,Jihomoravský kraj
Žďárek,Liberec,Liberecký kraj
Žďárky,Náchod,Královéhradecký kraj
Žďárná,Blansko,Jihomoravský kraj
Čachotín,Havlíčkův Brod,Kraj Vysočina
Čachovice,Mladá Boleslav,Středočeský kraj
Čachrov,Klatovy,Plzeňský kraj
Čakov,České Budějovice,Jihočeský kraj
Čakov,Benešov,Středočeský kraj
Čakovičky,Mělník,Středočeský kraj
Čaková,Bruntál,Moravskoslezský kraj
Čankovice,Chrudim,Pardubický kraj
Častohostice,Třebíč,Kraj Vysočina
Častolovice,Rychnov nad Kněžnou,Královéhradecký kraj
Častrov,Pelhřimov,Kraj Vysočina
Časy,Pardubice,Pardubický kraj
Čavisov,Ostrava-město,Moravskoslezský kraj
Čebín,Brno-venkov,Jihomoravský kraj
Čechočovice,Třebíč,Kraj Vysočina
Čechtice,Benešov,Středočeský kraj
Čechtín,Třebíč,Kraj Vysočina
Čechy,Přerov,Olomoucký kraj
Čechy pod Kosířem,Prostějov,Olomoucký kraj
Čehovice,Prostějov,Olomoucký kraj
Čejetice,Strakonice,Jihočeský kraj
Čejkovice,Znojmo,Jihomoravský kraj
Čejkovice,Kutná Hora,Středočeský kraj
Čejkovice,České Budějovice,Jihočeský kraj
Čejkovice,Hodonín,Jihomoravský kraj
Čejov,Pelhřimov,Kraj Vysočina
Čejč,Hodonín,Jihomoravský kraj
Čeladná,Frýdek-Místek,Moravskoslezský kraj
Čelechovice,Přerov,Olomoucký kraj
Čelechovice na Hané,Prostějov,Olomoucký kraj
Čelistná,Pelhřimov,Kraj Vysočina
Čeložnice,Hodonín,Jihomoravský kraj
Čelákovice,Praha-východ,Středočeský kraj
Čelčice,Prostějov,Olomoucký kraj
Čeminy,Plzeň-sever,Plzeňský kraj
Čenkov,Příbram,Středočeský kraj
Čenkov u Bechyně,České Budějovice,Jihočeský kraj
Čenkovice,Ústí nad Orlicí,Pardubický kraj
Čeperka,Pardubice,Pardubický kraj
Čepí,Pardubice,Pardubický kraj
Čepřovice,Strakonice,Jihočeský kraj
Čeradice,Louny,Ústecký kraj
Čermná,Domažlice,Plzeňský kraj
Čermná,Trutnov,Královéhradecký kraj
Čermná nad Orlicí,Rychnov nad Kněžnou,Královéhradecký kraj
Čermná ve Slezsku,Opava,Moravskoslezský kraj
Čermákovice,Znojmo,Jihomoravský kraj
Černava,Karlovy Vary,Karlovarský kraj
Černilov,Hradec Králové,Královéhradecký kraj
Černiv,Litoměřice,Ústecký kraj
Černolice,Praha-západ,Středočeský kraj
Černotín,Přerov,Olomoucký kraj
Černousy,Liberec,Liberecký kraj
Černouček,Litoměřice,Ústecký kraj
Černov,Pelhřimov,Kraj Vysočina
Černovice,Blansko,Jihomoravský kraj
Černovice,Domažlice,Plzeňský kraj
Černovice,Chomutov,Ústecký kraj
Černovice,Pelhřimov,Kraj Vysočina
Černošice,Praha-západ,Středočeský kraj
Černošín,Tachov,Plzeňský kraj
Černožice,Hradec Králové,Královéhradecký kraj
Černuc,Kladno,Středočeský kraj
Černvír,Brno-venkov,Jihomoravský kraj
Černá,Žďár nad Sázavou,Kraj Vysočina
Černá Hora,Blansko,Jihomoravský kraj
Černá Voda,Jeseník,Olomoucký kraj
Černá u Bohdanče,Pardubice,Pardubický kraj
Černá v Pošumaví,Český Krumlov,Jihočeský kraj
Černčice,Louny,Ústecký kraj
Černčice,Náchod,Královéhradecký kraj
Černé Voděrady,Praha-východ,Středočeský kraj
Černěves,Litoměřice,Ústecký kraj
Černíkov,Klatovy,Plzeňský kraj
Černíkovice,Rychnov nad Kněžnou,Královéhradecký kraj
Černíkovice,Plzeň-sever,Plzeňský kraj
Černíky,Nymburk,Středočeský kraj
Černín,Znojmo,Jihomoravský kraj
Černíny,Kutná Hora,Středočeský kraj
Černíč,Jihlava,Kraj Vysočina
Černý Důl,Trutnov,Královéhradecký kraj
Černýšovice,Tábor,Jihočeský kraj
Červenka,Olomouc,Olomoucký kraj
Červená Hora,Náchod,Královéhradecký kraj
Červená Lhota,Třebíč,Kraj Vysočina
Červená Třemešná,Jičín,Královéhradecký kraj
Červená Voda,Ústí nad Orlicí,Pardubický kraj
Červená Řečice,Pelhřimov,Kraj Vysočina
Červené Janovice,Kutná Hora,Středočeský kraj
Červené Pečky,Kolín,Středočeský kraj
Červené Poříčí,Klatovy,Plzeňský kraj
Červený Hrádek,Jindřichův Hradec,Jihočeský kraj
Červený Kostelec,Náchod,Královéhradecký kraj
Červený Újezd,Praha-západ,Středočeský kraj
Červený Újezd,Benešov,Středočeský kraj
Čerčany,Benešov,Středočeský kraj
Čerňovice,Plzeň-sever,Plzeňský kraj
Česká,Brno-venkov,Jihomoravský kraj
Česká Bělá,Havlíčkův Brod,Kraj Vysočina
Česká Bříza,Plzeň-sever,Plzeňský kraj
Česká Kamenice,Děčín,Ústecký kraj
Česká Kubice,Domažlice,Plzeňský kraj
Česká Lípa,Česká Lípa,Liberecký kraj
Česká Metuje,Náchod,Královéhradecký kraj
Česká Rybná,Ústí nad Orlicí,Pardubický kraj
Česká Skalice,Náchod,Královéhradecký kraj
Česká Třebová,Ústí nad Orlicí,Pardubický kraj
Česká Ves,Jeseník,Olomoucký kraj
Česká Čermná,Náchod,Královéhradecký kraj
České Budějovice,České Budějovice,Jihočeský kraj
České Heřmanice,Ústí nad Orlicí,Pardubický kraj
České Lhotice,Chrudim,Pardubický kraj
České Libchavy,Ústí nad Orlicí,Pardubický kraj
České Meziříčí,Rychnov nad Kněžnou,Královéhradecký kraj
České Petrovice,Ústí nad Orlicí,Pardubický kraj
České Velenice,Jindřichův Hradec,Jihočeský kraj
Český Brod,Kolín,Středočeský kraj
Český Dub,Liberec,Liberecký kraj
Český Jiřetín,Most,Ústecký kraj
Český Krumlov,Český Krumlov,Jihočeský kraj
Český Rudolec,Jindřichův Hradec,Jihočeský kraj
Český Těšín,Karviná,Moravskoslezský kraj
Český Šternberk,Benešov,Středočeský kraj
Čestice,Rychnov nad Kněžnou,Královéhradecký kraj
Čestice,Strakonice,Jihočeský kraj
Čestlice,Praha-východ,Středočeský kraj
Čestín,Kutná Hora,Středočeský kraj
Češov,Jičín,Královéhradecký kraj
Čečelice,Mělník,Středočeský kraj
Čečelovice,Strakonice,Jihočeský kraj
Čečkovice,Havlíčkův Brod,Kraj Vysočina
Čečovice,Domažlice,Plzeňský kraj
Čichalov,Karlovy Vary,Karlovarský kraj
Čikov,Třebíč,Kraj Vysočina
Čilec,Nymburk,Středočeský kraj
Čilá,Rokycany,Plzeňský kraj
Čimelice,Písek,Jihočeský kraj
Činěves,Nymburk,Středočeský kraj
Čisovice,Praha-západ,Středočeský kraj
Čistá,Mladá Boleslav,Středočeský kraj
Čistá,Rakovník,Středočeský kraj
Čistá,Svitavy,Pardubický kraj
Čistá u Horek,Semily,Liberecký kraj
Čistěves,Hradec Králové,Královéhradecký kraj
Čižice,Plzeň-jih,Plzeňský kraj
Čkyně,Prachatice,Jihočeský kraj
Člunek,Jindřichův Hradec,Jihočeský kraj
Čmelíny,Plzeň-jih,Plzeňský kraj
Čtveřín,Liberec,Liberecký kraj
Čtyřkoly,Benešov,Středočeský kraj
Čučice,Brno-venkov,Jihomoravský kraj
Čáslav,Kutná Hora,Středočeský kraj
Čáslavice,Třebíč,Kraj Vysočina
Čáslavsko,Pelhřimov,Kraj Vysočina
Částkov,Uherské Hradiště,Zlínský kraj
Částkov,Tachov,Plzeňský kraj
Číchov,Třebíč,Kraj Vysočina
Číhalín,Třebíč,Kraj Vysočina
Číhaň,Klatovy,Plzeňský kraj
Číhošť,Havlíčkův Brod,Kraj Vysočina
Čím,Příbram,Středočeský kraj
Čímice,Klatovy,Plzeňský kraj
Číměř,Jindřichův Hradec,Jihočeský kraj
Číměř,Třebíč,Kraj Vysočina
Čížkov,Plzeň-jih,Plzeňský kraj
Čížkov,Pelhřimov,Kraj Vysočina
Čížkovice,Litoměřice,Ústecký kraj
Čížkrajice,České Budějovice,Jihočeský kraj
Čížov,Jihlava,Kraj Vysočina
Čížová,Písek,Jihočeský kraj
Číčenice,Strakonice,Jihočeský kraj
Číčovice,Praha-západ,Středočeský kraj
Řehenice,Benešov,Středočeský kraj
Řehlovice,Ústí nad Labem,Ústecký kraj
Řeka,Frýdek-Místek,Moravskoslezský kraj
Řemíčov,Tábor,Jihočeský kraj
Řendějov,Kutná Hora,Středočeský kraj
Řenče,Plzeň-jih,Plzeňský kraj
Řepeč,Tábor,Jihočeský kraj
Řepice,Strakonice,Jihočeský kraj
Řepiště,Frýdek-Místek,Moravskoslezský kraj
Řepníky,Ústí nad Orlicí,Pardubický kraj
Řepov,Mladá Boleslav,Středočeský kraj
Řepín,Mělník,Středočeský kraj
Řestoky,Chrudim,Pardubický kraj
Řetová,Ústí nad Orlicí,Pardubický kraj
